name,temp_c,weather_condition,wind_mph,wind_dir,precip_mm,ID,last_update,date,hours
Dublin,8,Partly cloudy,4,SSE,0,825,11/03/2024 14:45,11/03/2024 00:00,2:00 pm
Dublin,8,Partly cloudy,4,SSE,0,827,11/03/2024 15:15,11/03/2024 00:00,3:00 pm
Dublin,8,Partly cloudy,2,E,0,829,11/03/2024 16:00,11/03/2024 00:00,4:00 pm
Dublin,8,Partly cloudy,2,E,0,831,11/03/2024 16:15,11/03/2024 00:00,4:00 pm
Dublin,9,Partly cloudy,4,ESE,0,833,11/03/2024 16:45,11/03/2024 00:00,4:00 pm
Dublin,9,Partly cloudy,4,SE,0,835,11/03/2024 17:15,11/03/2024 00:00,5:00 pm
Dublin,8,Partly cloudy,4,SE,0,837,11/03/2024 17:45,11/03/2024 00:00,5:00 pm
Dublin,8,Partly cloudy,4,SE,0,839,11/03/2024 18:30,11/03/2024 00:00,6:00 pm
Dublin,8,Partly cloudy,4,ESE,0,841,11/03/2024 18:45,11/03/2024 00:00,6:00 pm
Dublin,8,Partly cloudy,4,SE,0,843,11/03/2024 19:15,11/03/2024 00:00,7:00 pm
Dublin,8,Partly cloudy,6,SSE,0,845,11/03/2024 19:45,11/03/2024 00:00,7:00 pm
Dublin,8,Partly cloudy,4,SE,0,847,11/03/2024 20:15,11/03/2024 00:00,8:00 pm
Dublin,8,Partly cloudy,6,SSE,0,849,11/03/2024 20:45,11/03/2024 00:00,8:00 pm
Dublin,8,Light rain,2,SSE,0,851,11/03/2024 21:30,11/03/2024 00:00,9:00 pm
Dublin,8,Light rain,4,SE,0,853,11/03/2024 21:45,11/03/2024 00:00,9:00 pm
Dublin,7,Light rain,8,SE,0,855,11/03/2024 22:15,11/03/2024 00:00,10:00 pm
Dublin,7,Light rain,14,SSE,0,857,11/03/2024 22:45,11/03/2024 00:00,10:00 pm
Dublin,7,Light rain,14,SSE,1,859,11/03/2024 23:15,11/03/2024 00:00,11:00 pm
Dublin,7,Light rain,6,SSE,1,861,11/03/2024 23:45,11/03/2024 00:00,11:00 pm
Dublin,6,Moderate rain,13,SE,4,863,12/03/2024 00:15,12/03/2024 00:00,12:00 am
Dublin,6,Moderate rain,13,SE,4,865,12/03/2024 00:45,12/03/2024 00:00,12:00 am
Dublin,6,Moderate rain,13,SE,4,867,12/03/2024 01:15,12/03/2024 00:00,1:00 am
Dublin,7,Light rain,17,SE,2,869,12/03/2024 02:00,12/03/2024 00:00,2:00 am
Dublin,7,Light rain,17,SE,2,871,12/03/2024 02:15,12/03/2024 00:00,2:00 am
Dublin,7,Light rain,16,SSE,2,873,12/03/2024 03:00,12/03/2024 00:00,3:00 am
Dublin,7,Light rain,16,SSE,2,875,12/03/2024 03:15,12/03/2024 00:00,3:00 am
Dublin,7,Light rain,16,SSE,2,877,12/03/2024 03:45,12/03/2024 00:00,3:00 am
Dublin,8,Light drizzle,13,SSE,0,879,12/03/2024 04:15,12/03/2024 00:00,4:00 am
Dublin,8,Light drizzle,13,SSE,0,881,12/03/2024 04:45,12/03/2024 00:00,4:00 am
Dublin,8,Light drizzle,9,S,0,883,12/03/2024 05:15,12/03/2024 00:00,5:00 am
Dublin,8,Light drizzle,9,S,0,885,12/03/2024 05:45,12/03/2024 00:00,5:00 am
Dublin,9,Partly cloudy,9,WSW,0,887,12/03/2024 06:30,12/03/2024 00:00,6:00 am
Dublin,9,Partly cloudy,11,WSW,0,889,12/03/2024 06:45,12/03/2024 00:00,6:00 am
Dublin,9,Partly cloudy,8,WSW,0,891,12/03/2024 07:15,12/03/2024 00:00,7:00 am
Dublin,9,Overcast,14,WSW,0,893,12/03/2024 07:45,12/03/2024 00:00,7:00 am
Dublin,9,Light rain,11,SW,0,895,12/03/2024 08:15,12/03/2024 00:00,8:00 am
Dublin,9,Light rain,8,SW,0,897,12/03/2024 08:45,12/03/2024 00:00,8:00 am
Dublin,10,Partly cloudy,19,WSW,0,899,12/03/2024 09:15,12/03/2024 00:00,9:00 am
Dublin,10,Partly cloudy,19,WSW,0,901,12/03/2024 09:45,12/03/2024 00:00,9:00 am
Dublin,11,Partly cloudy,9,SW,0,903,12/03/2024 10:30,12/03/2024 00:00,10:00 am
Dublin,11,Partly cloudy,9,SW,0,905,12/03/2024 10:45,12/03/2024 00:00,10:00 am
Dublin,12,Partly cloudy,11,SW,0,907,12/03/2024 11:15,12/03/2024 00:00,11:00 am
Dublin,12,Partly cloudy,11,WSW,0,909,12/03/2024 12:00,12/03/2024 00:00,12:00 pm
Dublin,12,Partly cloudy,9,SW,0,911,12/03/2024 12:15,12/03/2024 00:00,12:00 pm
Dublin,12,Partly cloudy,9,WSW,0,913,12/03/2024 12:45,12/03/2024 00:00,12:00 pm
Dublin,12,Light rain,11,WSW,0,915,12/03/2024 13:15,12/03/2024 00:00,1:00 pm
Dublin,12,Light rain,8,SW,0,917,12/03/2024 13:45,12/03/2024 00:00,1:00 pm
Dublin,12,Light rain,4,SW,0,919,12/03/2024 14:15,12/03/2024 00:00,2:00 pm
Dublin,12,Light rain,6,SW,0,921,12/03/2024 14:45,12/03/2024 00:00,2:00 pm
Dublin,13,Light rain,4,SW,0,923,12/03/2024 15:15,12/03/2024 00:00,3:00 pm
Dublin,13,Light rain,7,SW,0,925,12/03/2024 15:45,12/03/2024 00:00,3:00 pm
Dublin,14,Partly cloudy,8,SW,0,927,12/03/2024 16:15,12/03/2024 00:00,4:00 pm
Dublin,14,Partly cloudy,11,SW,0,929,12/03/2024 16:45,12/03/2024 00:00,4:00 pm
Dublin,14,Partly cloudy,11,SW,0,931,12/03/2024 17:15,12/03/2024 00:00,5:00 pm
Dublin,14,Partly cloudy,16,SW,0,933,12/03/2024 17:45,12/03/2024 00:00,5:00 pm
Dublin,14,Partly cloudy,11,SW,0,935,12/03/2024 18:15,12/03/2024 00:00,6:00 pm
Dublin,14,Partly cloudy,13,SW,0,937,12/03/2024 18:45,12/03/2024 00:00,6:00 pm
Dublin,13,Partly cloudy,14,SW,0,939,12/03/2024 19:15,12/03/2024 00:00,7:00 pm
Dublin,13,Partly cloudy,14,SSW,0,941,12/03/2024 19:45,12/03/2024 00:00,7:00 pm
Dublin,12,Partly cloudy,21,SSW,0,943,12/03/2024 20:15,12/03/2024 00:00,8:00 pm
Dublin,12,Partly cloudy,21,SSW,0,945,12/03/2024 21:00,12/03/2024 00:00,9:00 pm
Dublin,12,Partly cloudy,21,SSW,0,947,12/03/2024 21:15,12/03/2024 00:00,9:00 pm
Dublin,12,Partly cloudy,21,SSW,0,949,12/03/2024 21:45,12/03/2024 00:00,9:00 pm
Dublin,12,Partly cloudy,19,SSW,0,951,12/03/2024 22:30,12/03/2024 00:00,10:00 pm
Dublin,12,Partly cloudy,17,SSW,0,953,12/03/2024 22:45,12/03/2024 00:00,10:00 pm
Dublin,12,Partly cloudy,17,SSW,0,955,12/03/2024 23:15,12/03/2024 00:00,11:00 pm
Dublin,12,Partly cloudy,17,SSW,0,957,12/03/2024 23:45,12/03/2024 00:00,11:00 pm
Dublin,12,Partly cloudy,17,SSW,0,959,13/03/2024 00:15,13/03/2024 00:00,12:00 am
Dublin,12,Overcast ,18,SSW,0,961,13/03/2024 00:45,13/03/2024 00:00,12:00 am
Dublin,12,Partly cloudy,17,SSW,0,963,13/03/2024 01:15,13/03/2024 00:00,1:00 am
Dublin,12,Light rain,17,SSW,0,965,13/03/2024 02:00,13/03/2024 00:00,2:00 am
Dublin,12,Light rain,19,SSW,0,967,13/03/2024 02:15,13/03/2024 00:00,2:00 am
Dublin,12,Partly cloudy,24,SSW,0,969,13/03/2024 02:45,13/03/2024 00:00,2:00 am
Dublin,12,Partly cloudy,26,SSW,0,971,13/03/2024 03:15,13/03/2024 00:00,3:00 am
